response_id,scenario_id,modelKey,model,inputLang,input_language,reasoningLang,reasoning_language,conditionId,condition_type,framing,response_instruction,scenarioVersion,human_adjudicated_foundation,explanation_raw
extension_full_1782729062659_xqetbf__gemini_pro__S30__bn_translation_reason_bn__qualitative,S30,gemini_pro,Gemini 3.1 Pro,bn,Bengali,bn,Bengali,bn_translation_reason_bn,"Literal, Same-language response",Literal,Same-language response,translation,Care/Harm,"দ্রুত কাজ শেষ করার জন্য নিরাপত্তা নিয়ম অমান্য করা নৈতিকভাবে সম্পূর্ণ ভুল, কারণ এটি নিজের এবং সহকর্মীদের জীবনের মারাত্মক ঝুঁকি তৈরি করে। সময়ের চেয়ে মানুষের জীবন ও সুস্থতার মূল্য অনেক বেশি, তাই সাময়িক সুবিধার জন্য নিরাপত্তার সাথে আপস করা চরম দায়িত্বহীনতার পরিচয়। একটি নিরাপদ কর্মপরিবেশ বজায় রাখা এবং সবার সুরক্ষা নিশ্চিত করা প্রত্যেক কর্মীর প্রাথমিক নৈতিক দায়িত্ব।"
extension_full_1782729062659_xqetbf__gemini_pro__S30__bn_translation_reason_en__qualitative,S30,gemini_pro,Gemini 3.1 Pro,bn,Bengali,en,English,bn_translation_reason_en,"Literal, English response",Literal,English response,translation,Care/Harm,"The employee's action is morally wrong because prioritizing speed over safety recklessly endangers their own well-being and the lives of their coworkers. By ignoring established safety protocols, the employee violates the fundamental ethical duty to prevent harm in the workplace. True professional responsibility requires balancing efficiency with a strict adherence to safety standards to ensure a secure environment for everyone."
extension_full_1782729062659_xqetbf__gemini_pro__S30__en_en__qualitative,S30,gemini_pro,Gemini 3.1 Pro,en,English,en,English,en_en,English baseline,English baseline,English baseline,en,Care/Harm,"The employee's action is morally wrong because it recklessly endangers their own well-being and potentially the lives of their coworkers. By prioritizing speed and convenience over established safety protocols, the employee violates their ethical duty to prevent harm in the workplace. Furthermore, this breach of trust undermines the collective responsibility required to maintain a safe and secure environment for everyone."
extension_full_1782729062659_xqetbf__gemini_pro__S30__es_adapted_reason_en__qualitative,S30,gemini_pro,Gemini 3.1 Pro,es,Spanish,en,English,es_adapted_reason_en,"Adapted, English response",Adapted,English response,adapted,Care/Harm,"The worker's action is morally wrong because it selfishly prioritizes personal convenience over the safety and well-being of themselves and their colleagues. By violating established safety protocols, the worker recklessly introduces unnecessary risk into the workplace, which could lead to severe accidents or injuries. Furthermore, this behavior breaches the ethical obligation and trust they share with their employer and coworkers to maintain a secure environment."
extension_full_1782729062659_xqetbf__gemini_pro__S30__es_adapted_reason_es__qualitative,S30,gemini_pro,Gemini 3.1 Pro,es,Spanish,es,Spanish,es_adapted_reason_es,"Adapted, Same-language response",Adapted,Same-language response,adapted,Care/Harm,"La acción es moralmente incorrecta porque prioriza la conveniencia personal por encima de la seguridad y el bienestar propio y de los demás. Al incumplir una norma de seguridad, el trabajador crea un riesgo innecesario que podría resultar en accidentes graves, demostrando una grave falta de responsabilidad. Además, esta actitud rompe la confianza y el compromiso ético que tiene con sus compañeros y su entorno laboral."
extension_full_1782729062659_xqetbf__gemini_pro__S30__es_translation_reason_en__qualitative,S30,gemini_pro,Gemini 3.1 Pro,es,Spanish,en,English,es_translation_reason_en,"Literal, English response",Literal,English response,translation,Care/Harm,"The employee's action is morally wrong because ignoring safety rules recklessly endangers their own well-being and the physical safety of their coworkers. Prioritizing speed or convenience over human life violates the fundamental ethical duty to prevent foreseeable harm to others. Furthermore, it breaches the professional trust and obligations established between the employee, their colleagues, and the employer."
extension_full_1782729062659_xqetbf__gemini_pro__S30__es_translation_reason_es__qualitative,S30,gemini_pro,Gemini 3.1 Pro,es,Spanish,es,Spanish,es_translation_reason_es,"Literal, Same-language response",Literal,Same-language response,translation,Care/Harm,"La acción es moralmente incorrecta porque prioriza la conveniencia personal sobre la integridad física propia y la de los demás. Al ignorar una norma de seguridad, el empleado incumple su deber de cuidado y aumenta injustificadamente el riesgo de accidentes en el entorno laboral. El simple ahorro de tiempo nunca justifica poner en peligro la vida o la salud de las personas."
extension_full_1782729062659_xqetbf__gemini_pro__S30__hi_adapted_reason_en__qualitative,S30,gemini_pro,Gemini 3.1 Pro,hi,Hindi,en,English,hi_adapted_reason_en,"Adapted, English response",Adapted,English response,adapted,Care/Harm,"The employee's action is morally wrong because ignoring factory safety rules puts both their own life and the lives of their coworkers at significant risk. By prioritizing personal convenience over established safety protocols, the employee violates their ethical duty of care and demonstrates a selfish disregard for the well-being of others."
extension_full_1782729062659_xqetbf__gemini_pro__S30__hi_adapted_reason_hi__qualitative,S30,gemini_pro,Gemini 3.1 Pro,hi,Hindi,hi,Hindi,hi_adapted_reason_hi,"Adapted, Same-language response",Adapted,Same-language response,adapted,Care/Harm,"यह कार्य नैतिक रूप से पूरी तरह गलत है क्योंकि सुरक्षा नियमों की अनदेखी करने से न केवल उस कर्मचारी की जान को खतरा होता है, बल्कि अन्य सहकर्मियों की सुरक्षा भी खतरे में पड़ जाती है। अपने व्यक्तिगत स्वार्थ और जल्दी घर जाने की सुविधा के लिए पूरे कार्यस्थल को जोखिम में डालना एक बेहद गैर-जिम्मेदाराना व्यवहार है। यह कदम सामूहिक भलाई और पेशेवर ईमानदारी के बुनियादी सिद्धांतों का सीधा उल्लंघन करता है।"
extension_full_1782729062659_xqetbf__gemini_pro__S30__hi_translation_reason_en__qualitative,S30,gemini_pro,Gemini 3.1 Pro,hi,Hindi,en,English,hi_translation_reason_en,"Literal, English response",Literal,English response,translation,Care/Harm,"The employee's action is morally wrong because ignoring mandatory safety rules recklessly endangers their own life and the physical well-being of their coworkers. By prioritizing speed and convenience over safety, the employee violates their ethical duty of care and breaches the trust placed in them by the organization."
extension_full_1782729062659_xqetbf__gemini_pro__S30__hi_translation_reason_hi__qualitative,S30,gemini_pro,Gemini 3.1 Pro,hi,Hindi,hi,Hindi,hi_translation_reason_hi,"Literal, Same-language response",Literal,Same-language response,translation,Care/Harm,यह कार्य नैतिक रूप से पूरी तरह गलत है क्योंकि अनिवार्य सुरक्षा नियमों की अनदेखी करने से स्वयं और सहकर्मियों के जीवन या स्वास्थ्य को गंभीर खतरे में डाला जाता है। केवल अपना समय बचाने या काम जल्दी खत्म करने के लिए सुरक्षा से समझौता करना अत्यधिक स्वार्थ और गैर-जिम्मेदारी को दर्शाता है।
extension_full_1782729062659_xqetbf__gemini_pro__S30__ja_adapted_reason_en__qualitative,S30,gemini_pro,Gemini 3.1 Pro,ja,Japanese,en,English,ja_adapted_reason_en,"Adapted, English response",Adapted,English response,adapted,Care/Harm,"Breaking safety rules to go home early is morally wrong because it recklessly endangers the lives and well-being of both the employee and their coworkers. Prioritizing minor personal convenience over fundamental workplace safety violates the ethical duty of care and can lead to preventable, catastrophic accidents."
extension_full_1782729062659_xqetbf__gemini_pro__S30__ja_adapted_reason_ja__qualitative,S30,gemini_pro,Gemini 3.1 Pro,ja,Japanese,ja,Japanese,ja_adapted_reason_ja,"Adapted, Same-language response",Adapted,Same-language response,adapted,Care/Harm,その行為は道徳的に間違っていると言えます。なぜなら、安全規則は自分自身や他の従業員の命と健康を守るために設けられており、個人的な都合でそれを破ることは極めて無責任だからです。万が一事故が起きれば、周囲の人々に取り返しのつかない被害を及ぼすリスクがあります。
extension_full_1782729062659_xqetbf__gemini_pro__S30__ja_translation_reason_en__qualitative,S30,gemini_pro,Gemini 3.1 Pro,ja,Japanese,en,English,ja_translation_reason_en,"Literal, English response",Literal,English response,translation,Care/Harm,"Ignoring safety rules to finish work early is morally wrong because it recklessly endangers the lives and well-being of the employee and their coworkers. By prioritizing personal convenience over established safety protocols, the employee violates their fundamental duty of care. Furthermore, this behavior breaches the ethical obligation and trust required to maintain a secure working environment for everyone."
extension_full_1782729062659_xqetbf__gemini_pro__S30__ja_translation_reason_ja__qualitative,S30,gemini_pro,Gemini 3.1 Pro,ja,Japanese,ja,Japanese,ja_translation_reason_ja,"Literal, Same-language response",Literal,Same-language response,translation,Care/Harm,その行為は道徳的に間違っています。安全規則は従業員自身や周囲の人々の命と健康を守るために設けられており、それを無視することは重大な事故や危害を引き起こすリスクがあるからです。個人の利便性や効率のために他者の安全を脅かすことは、無責任で倫理に反する行為と言えます。
extension_full_1782729062659_xqetbf__gemini_pro__S30__ta_adapted_reason_en__qualitative,S30,gemini_pro,Gemini 3.1 Pro,ta,Tamil,en,English,ta_adapted_reason_en,"Adapted, English response",Adapted,English response,adapted,Care/Harm,"The factory worker's action is morally wrong because violating safety rules puts their own life and the lives of their coworkers at severe and unnecessary risk. Prioritizing personal convenience over workplace safety breaches the ethical duty of care they owe to others, as a desire to leave early never justifies endangering human lives."
extension_full_1782729062659_xqetbf__gemini_pro__S30__ta_adapted_reason_ta__qualitative,S30,gemini_pro,Gemini 3.1 Pro,ta,Tamil,ta,Tamil,ta_adapted_reason_ta,"Adapted, Same-language response",Adapted,Same-language response,adapted,Care/Harm,"இந்த செயல் அறநெறி ரீதியாக முற்றிலும் தவறானது. தனது தனிப்பட்ட வசதிக்காகவோ அல்லது நேரத்தை மிச்சப்படுத்தவோ பாதுகாப்பு விதிகளை மீறுவது, அந்த ஊழியரின் உயிருக்கும் சக தொழிலாளர்களின் பாதுகாப்பிற்கும் பெரும் ஆபத்தை ஏற்படுத்தும். மற்றவர்களின் பாதுகாப்பை பணயம் வைக்கும் இந்த பொறுப்பற்ற செயல் எந்த வகையிலும் நியாயப்படுத்த முடியாதது."
extension_full_1782729062659_xqetbf__gemini_pro__S30__ta_translation_reason_en__qualitative,S30,gemini_pro,Gemini 3.1 Pro,ta,Tamil,en,English,ta_translation_reason_en,"Literal, English response",Literal,English response,translation,Care/Harm,The employee's action is morally wrong because bypassing safety rules puts their own life and the well-being of their coworkers at unnecessary risk. Prioritizing speed and productivity over human safety violates the fundamental ethical duty to prevent harm and maintain a secure environment in the workplace.
extension_full_1782729062659_xqetbf__gemini_pro__S30__ta_translation_reason_ta__qualitative,S30,gemini_pro,Gemini 3.1 Pro,ta,Tamil,ta,Tamil,ta_translation_reason_ta,"Literal, Same-language response",Literal,Same-language response,translation,Care/Harm,"வேலையை விரைவாக முடிக்க பாதுகாப்பு விதிகளை மீறுவது அறநெறி ரீதியாக முற்றிலும் தவறான செயலாகும். ஏனெனில், இது அந்த ஊழியரின் உயிருக்கு மட்டுமின்றி, சக பணியாளர்களின் பாதுகாப்பிற்கும் எதிர்பாராத பெரும் ஆபத்தை ஏற்படுத்தக்கூடும். நேரத்தை மிச்சப்படுத்துவதை விட மனித உயிர்களும் பாதுகாப்பும் மிகவும் மதிப்புமிக்கவை என்பதால், இந்தச் செயலை எந்த வகையிலும் நியாயப்படுத்த முடியாது."
