work_unit_id,attempt_number,status,model_id,temperature,max_tokens,reasoning_effort,raw_response,error_note,prompt_tokens,completion_tokens,total_tokens,cost_usd,created_at
S48__hi__adapted__gemini_flash,2,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,309,7,316,0.0005265,2026-07-27 10:43:38
S48__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,350,7,357,0.000945,2026-07-27 10:43:32
S48__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,855,10,865,0.002715,2026-07-27 10:43:33
S48__hi__literal__gemini_flash,1,failed,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D_",Response must contain exactly four comma-separated letters A-D,310,9,319,0.000546,2026-07-27 10:43:37
S48__hi__literal__gemini_flash,2,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,310,7,317,0.000528,2026-07-27 10:43:37
S48__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A、B、C、D,,423,7,430,0.0011275,2026-07-27 10:43:42
S48__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、B、C、D,,470,10,480,0.00156,2026-07-27 10:43:46
S48__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,310,7,317,0.000528,2026-07-27 10:43:43
S48__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A、B、C、D,,424,7,431,0.00113,2026-07-27 10:43:41
S48__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A、B、C、D,,471,10,481,0.001563,2026-07-27 10:43:42
S48__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,309,7,316,0.0005265,2026-07-27 10:43:42
S48__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,465,4,469,0.0012025,2026-07-27 10:43:38
S48__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,1111,10,1121,0.003483,2026-07-27 10:43:39
S48__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,343,7,350,0.0005775,2026-07-27 10:43:40
S48__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,B,C,D",,465,4,469,0.0012025,2026-07-27 10:43:36
S48__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,1122,10,1132,0.003516,2026-07-27 10:43:39
S48__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,341,7,348,0.0005745,2026-07-27 10:43:37
S49__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,C، D، A، B,,349,7,356,0.0009425,2026-07-27 10:43:56
S49__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,C، D، A، B,,668,10,678,0.002154,2026-07-27 10:43:59
S49__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,360,7,367,0.000603,2026-07-27 10:43:56
S49__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,C، D، A، B,,350,7,357,0.000945,2026-07-27 10:43:55
S49__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,C، D، A، B,,669,10,679,0.002157,2026-07-27 10:43:56
S49__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,362,7,369,0.000606,2026-07-27 10:43:56
S49__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, D, A, B",,415,7,422,0.0011075,2026-07-27 10:43:48
S49__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C, D, A, B",,1021,10,1031,0.003213,2026-07-27 10:43:50
S49__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,294,7,301,0.000504,2026-07-27 10:43:50
S49__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, D, A, B",,420,7,427,0.00112,2026-07-27 10:43:47
S49__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C, D, A, B",,1037,10,1047,0.003261,2026-07-27 10:43:48
S49__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,299,7,306,0.0005115,2026-07-27 10:43:49
S49__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"C,D,A,B",,305,4,309,0.0008025,2026-07-27 10:43:52
S49__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C,D,A,B",,400,10,410,0.00135,2026-07-27 10:43:53
S49__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,306,7,313,0.000522,2026-07-27 10:43:53
S49__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"C,D,A,B",,305,4,309,0.0008025,2026-07-27 10:43:51
S49__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C,D,A,B",,402,10,412,0.001356,2026-07-27 10:43:53
S49__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C,D,A,B",,306,7,313,0.000522,2026-07-27 10:43:52
S49__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"C, D, A, B",,391,7,398,0.0010475,2026-07-27 10:43:46
S49__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C, D, A, B",,852,10,862,0.002706,2026-07-27 10:43:47
S49__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,312,7,319,0.000531,2026-07-27 10:43:47
S49__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"C, D, A, B",,385,7,392,0.0010325,2026-07-27 10:43:45
S49__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C, D, A, B",,841,10,851,0.002673,2026-07-27 10:43:46
S49__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,306,7,313,0.000522,2026-07-27 10:43:47
S49__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,C、D、A、B,,419,7,426,0.0011175,2026-07-27 10:43:53
S49__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,C、D、A、B,,473,10,483,0.001569,2026-07-27 10:43:55
S49__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,311,7,318,0.0005295,2026-07-27 10:43:55
S49__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,C、D、A、B,,418,7,425,0.001115,2026-07-27 10:43:53
S49__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,C、D、A、B,,471,10,481,0.001563,2026-07-27 10:43:54
S49__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,311,7,318,0.0005295,2026-07-27 10:43:54
S49__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,D,A,B",,453,4,457,0.0011725,2026-07-27 10:43:50
S49__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C,D,A,B",,1094,10,1104,0.003432,2026-07-27 10:43:51
S49__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,332,7,339,0.000561,2026-07-27 10:43:51
S49__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"C,D,A,B",,453,4,457,0.0011725,2026-07-27 10:43:49
S49__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"C,D,A,B",,1086,10,1096,0.003408,2026-07-27 10:43:50
S49__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"C, D, A, B",,330,7,337,0.000558,2026-07-27 10:43:51
