work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,action_correct,actor_correct,affected_correct,consequence_correct,correct_count_0_4,scenario_all_4_correct,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd,rating_condition_id,english_baseline_rating,matched_condition_rating,absolute_rating_shift,comprehension_proportion,any_comprehension_error,shift_tier_manuscript
S36__hi__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"D, A, B, C",803,10,813,0.002559,hi_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__bn__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"D, A, B, C",271,7,278,0.0004695,bn_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__bn__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"D, A, B, C",398,7,405,0.001065,bn_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S36__bn__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"D, A, B, C",974,10,984,0.003072,bn_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__bn__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"D, A, B, C",270,7,277,0.000468,bn_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__ta__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"D,A,B,C",438,4,442,0.001135,ta_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S36__ta__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"D,A,B,C",1002,10,1012,0.003156,ta_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__bn__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"D, A, B, C",971,10,981,0.003063,bn_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__ta__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"D, A, B, C",341,7,348,0.0005745,ta_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__ta__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"D,A,B,C",432,4,436,0.00112,ta_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S36__es__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"D,A,B,C",301,4,305,0.0007925,es_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S36__ta__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"D, A, B, C",340,7,347,0.000573,ta_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__ta__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"D,A,B,C",996,10,1006,0.003138,ta_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__es__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"D,A,B,C",300,4,304,0.00079,es_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S36__es__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"D, A, B, C",297,7,304,0.0005085,es_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__ja__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,D、A、B、C,475,7,482,0.0012575,ja_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S36__es__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"D,A,B,C",296,7,303,0.000507,es_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__es__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"D,A,B,C",403,10,413,0.001359,es_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__es__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"D,A,B,C",403,10,413,0.001359,es_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__ja__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"D, A, B, C",342,7,349,0.000576,ja_translation_reason_en,6.0,5.0,1.0,1.0,0,Lower-shift
S36__ja__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,D、A、B、C,473,7,480,0.0012525,ja_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S36__ar__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,"D, A, B, C",334,7,341,0.000905,ar_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S36__ja__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"D, A, B, C",342,7,349,0.000576,ja_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__ja__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,D、A、B、C,513,10,523,0.001689,ja_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__ar__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,D، A، B، C,636,10,646,0.002058,ar_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__ja__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,D、A、B、C,507,10,517,0.001671,ja_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__ar__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"D, A, B, C",344,7,351,0.000579,ar_translation_reason_en,6.0,7.0,1.0,1.0,0,Lower-shift
S37__hi__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"A, B, C, D",364,7,371,0.00098,hi_translation_reason_en,4.0,7.0,3.0,1.0,0,Higher-shift
S36__ar__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,D، A، B، C,331,7,338,0.0008975,ar_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S36__ar__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"D, A, B, C",339,7,346,0.0005715,ar_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S37__hi__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"A, B, C, D",363,7,370,0.0009775,hi_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S37__hi__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"A, B, C, D",306,7,313,0.000522,hi_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S37__hi__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"A, B, C, D",858,10,868,0.002724,hi_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S37__bn__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"A, B, C, D",374,7,381,0.001005,bn_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S36__ar__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,D، A، B، C,624,10,634,0.002022,ar_adapted_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S37__hi__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"A, B, C, D",846,10,856,0.002688,hi_adapted_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S37__hi__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"A, B, C, D",303,7,310,0.0005175,hi_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S37__bn__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"A, B, C, D",957,10,967,0.003021,bn_translation_reason_en,6.0,4.0,2.0,1.0,0,Higher-shift
S37__bn__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"A, B, C, D",262,7,269,0.000456,bn_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S37__bn__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"A, B, C, D",379,7,386,0.0010175,bn_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S37__ta__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"A,B,C,D",439,4,443,0.0011375,ta_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S37__bn__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"A, B, C, D",266,7,273,0.000462,bn_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S37__bn__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"A, B, C, D",961,10,971,0.003033,bn_adapted_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S37__ta__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"A,B,C,D",442,4,446,0.001145,ta_adapted_reason_en,4.0,7.0,3.0,1.0,0,Higher-shift
S37__es__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"A,B,C,D",311,4,315,0.0008175,es_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S37__ta__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"A, B, C, D",352,7,359,0.000591,ta_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S37__es__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"A,B,C,D",395,10,405,0.001335,es_translation_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S37__ta__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"A,B,C,D",1058,10,1068,0.003324,ta_translation_reason_en,6.0,4.0,2.0,1.0,0,Higher-shift
S37__es__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"A,B,C,D",309,4,313,0.0008125,es_adapted_reason_en,4.0,6.0,2.0,1.0,0,Higher-shift
S37__ta__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"A,B,C,D",1056,10,1066,0.003318,ta_adapted_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S37__es__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"A, B, C, D",304,7,311,0.000519,es_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S37__es__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"A,B,C,D",393,10,403,0.001329,es_adapted_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S37__ja__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,A、B、C、D,396,7,403,0.00106,ja_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S37__ta__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"A, B, C, D",351,7,358,0.0005895,ta_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S37__ja__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,A、B、C、D,466,10,476,0.001548,ja_translation_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S37__ja__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,A、B、C、D,396,7,403,0.00106,ja_adapted_reason_en,4.0,7.0,3.0,1.0,0,Higher-shift
S37__ja__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"A, B, C, D",309,7,316,0.0005265,ja_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S37__ar__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,"A, B, C, D",327,7,334,0.0008875,ar_translation_reason_en,4.0,6.0,2.0,1.0,0,Higher-shift
S37__ja__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"A, B, C, D",309,7,316,0.0005265,ja_adapted_reason_en,4.0,7.0,3.0,1.0,0,Higher-shift
S37__ja__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,A、B、C、D,465,10,475,0.001545,ja_adapted_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S37__ar__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"A, B, C, D",346,7,353,0.000582,ar_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S37__ar__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,A، B، C، D,327,7,334,0.0008875,ar_adapted_reason_en,4.0,7.0,3.0,1.0,0,Higher-shift
S37__ar__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,A، B، C، D,663,10,673,0.002139,ar_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S40__hi__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"B, C, D, A",334,7,341,0.000905,hi_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S37__ar__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"A, B, C, D",346,7,353,0.000582,ar_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S37__ar__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,A، B، C، D,664,10,674,0.002142,ar_adapted_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S40__hi__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"B, C, D, A",331,7,338,0.0008975,hi_adapted_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S40__hi__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"B, C, D, A",287,7,294,0.0004935,hi_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S37__es__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"A, B, C, D",306,7,313,0.000522,es_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S40__hi__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"B, C, D, A",282,7,289,0.000486,hi_adapted_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S40__bn__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"B, C, D, A",358,7,365,0.000965,bn_translation_reason_en,5.0,7.0,2.0,1.0,0,Higher-shift
S40__hi__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"B, C, D, A",735,10,745,0.002355,hi_translation_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S40__bn__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"B, C, D, A",270,7,277,0.000468,bn_translation_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S40__hi__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"B, C, D, A",728,10,738,0.002334,hi_adapted_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S40__bn__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"B, C, D, A",835,10,845,0.002655,bn_translation_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S40__bn__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"B, C, D, A",358,7,365,0.000965,bn_adapted_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S40__ta__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,0,1,1,1,3,0,"B,A,D,A",416,4,420,0.00108,ta_translation_reason_en,5.0,7.0,2.0,0.75,1,Higher-shift
S40__bn__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"B, C, D, A",269,7,276,0.0004665,bn_adapted_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S40__ta__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"B,C,D,A",982,10,992,0.003096,ta_translation_reason_en,6.0,4.0,2.0,1.0,0,Higher-shift
S40__ta__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"B,C,D,A",417,4,421,0.0010825,ta_adapted_reason_en,5.0,3.0,2.0,1.0,0,Higher-shift
S40__ta__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"B,C,D,A",990,10,1000,0.00312,ta_adapted_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S40__ta__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"B, C, D, A",313,7,320,0.0005325,ta_translation_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S40__es__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"B,C,D,A",314,4,318,0.000825,es_translation_reason_en,5.0,7.0,2.0,1.0,0,Higher-shift
S40__ta__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"B, C, D, A",312,7,319,0.000531,ta_adapted_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S40__es__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"B, C, D, A",306,7,313,0.000522,es_translation_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S40__es__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"B,C,D,A",408,10,418,0.001374,es_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S40__es__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"B,C,D,A",314,4,318,0.000825,es_adapted_reason_en,5.0,7.0,2.0,1.0,0,Higher-shift
S40__bn__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"B, C, D, A",835,10,845,0.002655,bn_adapted_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S40__es__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"B,C,D,A",410,10,420,0.00138,es_adapted_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S40__ja__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,B、C、D、A,423,7,430,0.0011275,ja_translation_reason_en,5.0,7.0,2.0,1.0,0,Higher-shift
S40__es__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"B, C, D, A",306,7,313,0.000522,es_adapted_reason_en,6.0,5.0,1.0,1.0,0,Higher-shift
S40__ja__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,B、C、D、A,422,7,429,0.001125,ja_adapted_reason_en,5.0,7.0,2.0,1.0,0,Higher-shift
S40__ja__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"B, C, D, A",299,7,306,0.0005115,ja_translation_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S40__ja__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"B, C, D, A",299,7,306,0.0005115,ja_adapted_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S40__ar__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,B، C، D، A,329,7,336,0.0008925,ar_translation_reason_en,5.0,7.0,2.0,1.0,0,Higher-shift
S40__ar__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,B، C، D، A,602,10,612,0.001956,ar_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S40__ar__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,"B, C, D, A",330,7,337,0.000895,ar_adapted_reason_en,5.0,7.0,2.0,1.0,0,Higher-shift
S42__hi__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"B, C, D, A",371,7,378,0.0009975,hi_translation_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S40__ar__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"B, C, D, A",327,7,334,0.0005535,ar_adapted_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S40__ar__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"B, C, D, A",328,7,335,0.000555,ar_translation_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S42__hi__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"B, C, D, A",378,7,385,0.001015,hi_adapted_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S42__hi__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"B, C, D, A",309,7,316,0.0005265,hi_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S42__hi__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"B, C, D, A",874,10,884,0.002772,hi_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S42__bn__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"B, C, D, A",419,7,426,0.0011175,bn_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S42__hi__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"B, C, D, A",311,7,318,0.0005295,hi_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S40__ja__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,B、C、D、A,462,10,472,0.001536,ja_translation_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S40__ja__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,B、C、D、A,462,10,472,0.001536,ja_adapted_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S42__hi__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"B, C, D, A",862,10,872,0.002736,hi_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S40__ar__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,B، C، D، A,604,10,614,0.001962,ar_adapted_reason_en,6.0,7.0,1.0,1.0,0,Higher-shift
S42__bn__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"B, C, D, A",290,7,297,0.000498,bn_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
